feature,control_mean,adhd_mean,adhd_minus_control,absolute_difference
Fp2_F7_beta_connectivity,0.1464625547583733,0.11629142543225512,-0.03017112932611818,0.03017112932611818
O1_O2_delta_connectivity,0.4407847635703755,0.41074248769353494,-0.030042275876840552,0.030042275876840552
O1_Fz_theta_connectivity,0.1614537641154362,0.19142428568972703,0.029970521574290837,0.029970521574290837
O1_F7_theta_connectivity,0.15531537788824787,0.12557508286478866,-0.029740295023459207,0.029740295023459207
Fp2_P4_delta_connectivity,0.38768537969596983,0.3580875063753346,-0.029597873320635237,0.029597873320635237
C4_P3_delta_connectivity,0.38698835572237733,0.416260225961789,0.02927187023941169,0.02927187023941169
P3_T8_beta_connectivity,0.1023111266647629,0.13132118575559418,0.029010059090831278,0.029010059090831278
F3_P4_delta_connectivity,0.2714259821987184,0.300372486279577,0.028946504080858637,0.028946504080858637
Fp2_C4_theta_connectivity,0.4256833881009553,0.39696053004207915,-0.028722858058876144,0.028722858058876144
Fp2_Pz_delta_connectivity,0.12261604142388488,0.15120365473021802,0.028587613306333137,0.028587613306333137
Fp2_P3_delta_connectivity,0.16544486859829038,0.19391751485492495,0.028472646256634565,0.028472646256634565
P3_T7_delta_connectivity,0.6480440086067973,0.6198151581568642,-0.028228850449933174,0.028228850449933174
frontal_temporal_delta_connectivity,0.6598067478649079,0.6317583956370662,-0.028048352227841744,0.028048352227841744
P3_P4_beta_connectivity,0.29954710329950834,0.3273469397803485,0.027799836480840168,0.027799836480840168
Fp2_C4_beta_connectivity,0.19191932295362665,0.21970351065347263,0.027784187699845975,0.027784187699845975
P4_P8_theta_connectivity,0.5326867428107173,0.5603573842686181,0.02767064145790088,0.02767064145790088
central_temporal_delta_connectivity,0.6804044013084078,0.6527997731936719,-0.027604628114735963,0.027604628114735963
F3_C4_delta_connectivity,0.43068317631545144,0.4582597124052424,0.027576536089790937,0.027576536089790937
C3_Fz_delta_connectivity,0.7105250587727617,0.6830727774258338,-0.027452281346927898,0.027452281346927898
C4_P8_delta_connectivity,0.5421726134818935,0.5151780623571053,-0.026994551124788213,0.026994551124788213
C3_T7_theta_connectivity,0.6540231899300973,0.6810173055189874,0.02699411558889009,0.02699411558889009
O2_F7_delta_connectivity,0.12235239425920724,0.0955313839838067,-0.026821010275400542,0.026821010275400542
P8_Fz_delta_connectivity,0.18292460395425092,0.15612799576949665,-0.026796608184754267,0.026796608184754267
frontal_temporal_theta_connectivity,0.5327635397754586,0.5593872677700757,0.026623727994617097,0.026623727994617097
C4_Cz_theta_connectivity,0.7380965468215179,0.7646132688359749,0.026516722014456984,0.026516722014456984
C3_P3_delta_connectivity,0.7367953732132578,0.7632220203963295,0.02642664718307164,0.02642664718307164
T7_T8_delta_connectivity,0.36272345950060925,0.38885659717253285,0.0261331376719236,0.0261331376719236
C4_F8_delta_connectivity,0.5299079145102863,0.5041507056937309,-0.02575720881655541,0.02575720881655541
O2_T7_delta_connectivity,0.2103465347450027,0.18465867519463675,-0.025687859550365955,0.025687859550365955
P7_Pz_theta_connectivity,0.4162342078758257,0.3906388316788442,-0.02559537619698149,0.02559537619698149
P3_F8_beta_connectivity,0.030044411791151214,0.055532074158779525,0.02548766236762831,0.02548766236762831
central_occipital_delta_connectivity,0.5643018191473533,0.5388423800268186,-0.02545943912053472,0.02545943912053472
P7_Cz_delta_connectivity,0.2453861596940207,0.2706232108811576,0.0252370511871369,0.0252370511871369
F3_O2_beta_connectivity,-0.05943980868004571,-0.03440465525865925,0.025035153421386458,0.025035153421386458
F8_P7_beta_connectivity,-0.03452154098976254,-0.009714651144757752,0.024806889845004787,0.024806889845004787
F8_Fz_theta_connectivity,0.4442959372956033,0.46892983586584197,0.024633898570238677,0.024633898570238677
O1_O2_beta_connectivity,0.2947120074717177,0.31878625114186443,0.02407424367014671,0.02407424367014671
O2_P8_theta_connectivity,0.5965553386282543,0.5726944048610694,-0.0238609337671849,0.0238609337671849
T8_P7_delta_connectivity,0.24511298382361837,0.26843627795907693,0.023323294135458555,0.023323294135458555
central_parietal_delta_connectivity,0.7176645758692136,0.740667715809489,0.023003139940275363,0.023003139940275363
F4_Pz_delta_connectivity,0.22610812263192623,0.24908838695737093,0.0229802643254447,0.0229802643254447
F3_T7_theta_connectivity,0.5298674580309768,0.55254269748468,0.0226752394537032,0.0226752394537032
O1_F8_delta_connectivity,0.09449767505064226,0.07189402719279787,-0.022603647857844383,0.022603647857844383
temporal_parietal_delta_connectivity,0.6618418844196606,0.6393457809862366,-0.02249610343342401,0.02249610343342401
P4_T8_delta_connectivity,0.5193705663086329,0.5416582835571012,0.02228771724846834,0.02228771724846834
T8_Pz_delta_connectivity,0.282683610315501,0.2605922075739588,-0.0220914027415422,0.0220914027415422
Fp1_Cz_beta_connectivity,0.0713589314772436,0.049362271150315405,-0.0219966603269282,0.0219966603269282
O1_Cz_delta_connectivity,0.21825522319070564,0.24022241516291137,0.02196719197220573,0.02196719197220573
O2_Cz_delta_connectivity,0.4994379684355629,0.5212829528616634,0.0218449844261005,0.0218449844261005
Fp2_F7_delta_connectivity,0.41951280826023774,0.4411027919078079,0.021589983647570143,0.021589983647570143
frontal_central_alpha_connectivity,0.4630443334301753,0.48458980131084034,0.021545467880665026,0.021545467880665026
Fp2_T7_beta_connectivity,-0.007504538105257732,0.014003604044363373,0.021508142149621105,0.021508142149621105
O1_P8_alpha_connectivity,0.22564370317024246,0.20413574143577112,-0.021507961734471337,0.021507961734471337
F7_P8_beta_connectivity,-0.043592128996781214,-0.0222218203019143,0.021370308694866915,0.021370308694866915
Fp1_F8_alpha_connectivity,0.30616947385904913,0.32750567402979774,0.02133620017074861,0.02133620017074861
F3_F8_beta_connectivity,0.13061033956534826,0.15190274470205417,0.02129240513670591,0.02129240513670591
Fp1_F8_delta_connectivity,0.4340326589146425,0.4553017248692311,0.021269065954588606,0.021269065954588606
C3_T7_delta_connectivity,0.6967040310160311,0.6756506073534857,-0.021053423662545367,0.021053423662545367
Fp2_F3_beta_connectivity,0.2163687898271521,0.19534818536232598,-0.02102060446482612,0.02102060446482612
T8_Fz_delta_connectivity,0.33341400654448716,0.35422834757251426,0.020814341028027095,0.020814341028027095
F4_P4_delta_connectivity,0.5524282707950114,0.5316296163664991,-0.020798654428512364,0.020798654428512364
C4_Fz_beta_connectivity,0.2403688539741827,0.2611107405728048,0.02074188659862211,0.02074188659862211
O1_F7_alpha_connectivity,-0.01651070460822996,0.00396092513094919,0.02047162973917915,0.02047162973917915
P4_F7_delta_connectivity,0.2132691755614688,0.23326913606505878,0.019999960503589986,0.019999960503589986
Fp1_O1_theta_connectivity,0.10707288140027195,0.12704720689392626,0.019974325493654313,0.019974325493654313
C4_O2_delta_connectivity,0.5148141029164863,0.5343304747199643,0.019516371803477983,0.019516371803477983
Fp1_F7_beta_connectivity,0.5019950328883475,0.4827234699213851,-0.019271562966962363,0.019271562966962363
Fp2_F4_beta_connectivity,0.4920735924726473,0.47299203870095363,-0.019081553771693682,0.019081553771693682
T7_T8_beta_connectivity,0.05719700379041212,0.07618773454793677,0.01899073075752465,0.01899073075752465
C3_C4_delta_connectivity,0.49316711008546155,0.5120647955178279,0.018897685432366362,0.018897685432366362
P3_F8_delta_connectivity,0.1941413067846313,0.21275072058778338,0.01860941380315209,0.01860941380315209
C4_P7_delta_connectivity,0.25699025070552434,0.27559456437174124,0.0186043136662169,0.0186043136662169
F8_Fz_delta_connectivity,0.43657967873025044,0.4550685168902521,0.01848883816000163,0.01848883816000163
F3_P3_delta_connectivity,0.5739503031324378,0.5555194559109177,-0.018430847221520108,0.018430847221520108
O2_Pz_delta_connectivity,0.41584453652821374,0.3975611695496546,-0.018283366978559146,0.018283366978559146
Fp2_Fz_alpha_connectivity,0.49185742975301977,0.47367161647440476,-0.018185813278615015,0.018185813278615015
O2_P7_alpha_connectivity,0.20043675614731285,0.21853374578284626,0.01809698963553341,0.01809698963553341
O1_T7_theta_connectivity,0.3514862700617829,0.33341144106099696,-0.01807482900078594,0.01807482900078594
T7_P8_beta_connectivity,0.014021567190680212,0.031994428805221055,0.01797286161454084,0.01797286161454084
F8_Fz_alpha_connectivity,0.39780068281438485,0.4153207328042787,0.01752004998989387,0.01752004998989387
F3_T8_delta_connectivity,0.35204334824779565,0.3692666829454134,0.017223334697617776,0.017223334697617776
C3_T8_delta_connectivity,0.3559463063052803,0.3729714484209312,0.017025142115650926,0.017025142115650926
P8_Pz_beta_connectivity,0.15946701024880192,0.17642631832113606,0.016959308072334145,0.016959308072334145
F7_F8_beta_connectivity,0.07878781401801042,0.09572957849744977,0.016941764479439347,0.016941764479439347
F7_F8_delta_connectivity,0.3528244501411254,0.3696779769035462,0.0168535267624208,0.0168535267624208
P7_P8_theta_connectivity,0.2898116774142105,0.2731393379605247,-0.01667233945368579,0.01667233945368579
Fp1_P4_delta_connectivity,0.1947488711680926,0.21117532860334404,0.016426457435251424,0.016426457435251424
Fp1_F8_theta_connectivity,0.4066990729894898,0.42296599923488065,0.016266926245390834,0.016266926245390834
F7_T7_theta_connectivity,0.5542223479541168,0.5704345749473537,0.016212226993236878,0.016212226993236878
Fp1_Fp2_alpha_connectivity,0.5511875014850742,0.5672513011177943,0.016063799632720088,0.016063799632720088
F7_Fz_theta_connectivity,0.5661620002339043,0.5505357389414529,-0.01562626129245137,0.01562626129245137
F8_Fz_beta_connectivity,0.26107259046197206,0.24546429954987203,-0.015608290912100031,0.015608290912100031
C3_Cz_beta_connectivity,0.33384053429156385,0.31832107807953264,-0.015519456212031213,0.015519456212031213
C3_F8_delta_connectivity,0.32108878561043147,0.33657798632254216,0.015489200712110684,0.015489200712110684
C3_P7_delta_connectivity,0.6098775470015111,0.5943994956038848,-0.015478051397626258,0.015478051397626258
F7_Fz_alpha_connectivity,0.46766288149211577,0.4827409347606162,0.015078053268500424,0.015078053268500424
C3_F7_theta_connectivity,0.49581645628082943,0.5105268950720302,0.014710438791200764,0.014710438791200764
P7_P8_alpha_connectivity,0.18257861068218145,0.16817296116636635,-0.014405649515815105,0.014405649515815105
Fp1_T8_delta_connectivity,0.2957202530166584,0.31001268862359577,0.014292435606937381,0.014292435606937381
Fp2_Fz_delta_connectivity,0.518781313581069,0.5329231948764954,0.014141881295426373,0.014141881295426373
P3_O2_delta_connectivity,0.37966791147739315,0.3655387851721131,-0.01412912630528007,0.01412912630528007
Fp1_T8_beta_connectivity,0.011366379569498593,0.02491295197921666,0.013546572409718065,0.013546572409718065
T8_Cz_delta_connectivity,0.5364950838281237,0.5230083961751868,-0.013486687652936924,0.013486687652936924
F3_T7_delta_connectivity,0.6368477591827132,0.6235664280845564,-0.013281331098156768,0.013281331098156768
O1_Pz_delta_connectivity,0.7084818264650862,0.6953833747691756,-0.013098451695910618,0.013098451695910618
C4_T7_delta_connectivity,0.35505220189220166,0.3674684177555957,0.012416215863394031,0.012416215863394031
Fp1_F8_beta_connectivity,0.15708357789486632,0.1448979946399891,-0.01218558325487723,0.01218558325487723
Fp2_C4_alpha_connectivity,0.25690749253243966,0.24473708114130885,-0.012170411391130814,0.012170411391130814
O2_P8_alpha_connectivity,0.5464481760159574,0.558564191177827,0.012116015161869553,0.012116015161869553
Fp1_Fz_alpha_connectivity,0.6577729561252801,0.6458624039778554,-0.011910552147424647,0.011910552147424647
P3_P8_alpha_connectivity,0.17517097602087295,0.1870610729171518,0.011890096896278846,0.011890096896278846
F4_C3_alpha_connectivity,0.3146469072684962,0.3263882583546756,0.011741351086179408,0.011741351086179408
F4_C3_delta_connectivity,0.46032594541176153,0.4715734054185503,0.011247460006788779,0.011247460006788779
F4_F8_delta_connectivity,0.6491505086018488,0.6602856903378072,0.0111351817359584,0.0111351817359584
frontal_central_theta_connectivity,0.6038227589711284,0.6148370146776837,0.011014255706555343,0.011014255706555343
Fp2_C3_delta_connectivity,0.3212334519155455,0.3322084338324261,0.010974981916880622,0.010974981916880622
P3_P8_theta_connectivity,0.2647210577693098,0.2756123182430961,0.010891260473786302,0.010891260473786302
T7_Fz_delta_connectivity,0.5664073584012581,0.5558561942274667,-0.010551164173791427,0.010551164173791427
F3_T8_beta_connectivity,0.07112434529599788,0.08166421762511486,0.010539872329116975,0.010539872329116975
P3_T8_delta_connectivity,0.3069690457600951,0.2965977652285095,-0.010371280531585592,0.010371280531585592
F8_P7_delta_connectivity,0.1662523937191544,0.1764880292511658,0.0102356355320114,0.0102356355320114
P3_Pz_delta_connectivity,0.7815634883658268,0.7917588922666182,0.010195403900791433,0.010195403900791433
T7_P7_delta_connectivity,0.6264936901794356,0.6366058831704631,0.010112192991027502,0.010112192991027502
C4_F7_delta_connectivity,0.33926655546421514,0.34934373611648234,0.010077180652267204,0.010077180652267204
F3_C4_alpha_connectivity,0.2917341741160726,0.3017679407322791,0.010033766616206474,0.010033766616206474
O2_P7_beta_connectivity,0.117150828965753,0.10753799479186874,-0.009612834173884269,0.009612834173884269
Fp2_O1_delta_connectivity,0.06155462377034371,0.051997461849138255,-0.009557161921205454,0.009557161921205454
Fp2_P3_beta_connectivity,-0.017658364351496005,-0.008369451787790388,0.009288912563705617,0.009288912563705617
P7_Fz_theta_connectivity,0.2123508303502613,0.22152683097240747,0.009176000622146158,0.009176000622146158
P4_O2_delta_connectivity,0.7925655585683612,0.7834538699888298,-0.009111688579531374,0.009111688579531374
F7_T8_delta_connectivity,0.3151142492940865,0.3239019143711709,0.008787665077084394,0.008787665077084394
Fp2_F4_alpha_connectivity,0.6639085034638492,0.6726906925252929,0.00878218906144368,0.00878218906144368
F4_F7_beta_connectivity,0.12165320965861559,0.13042500207202856,0.008771792413412971,0.008771792413412971
P3_Fz_delta_connectivity,0.5233805140355104,0.5151150119480833,-0.008265502087427157,0.008265502087427157
P3_O1_theta_connectivity,0.7131146339103022,0.7212912258759824,0.008176591965680213,0.008176591965680213
P4_Pz_beta_connectivity,0.4347055078543184,0.44245107711039044,0.00774556925607206,0.00774556925607206
P3_P4_delta_connectivity,0.4601005648946368,0.46780728873854865,0.007706723843911856,0.007706723843911856
Fp1_Fz_beta_connectivity,0.4389166285284975,0.44657068162799374,0.007654053099496239,0.007654053099496239
F3_Cz_delta_connectivity,0.4497396863043795,0.4573084575739111,0.007568771269531593,0.007568771269531593
C3_C4_beta_connectivity,0.276941330114702,0.2841652222437335,0.007223892129031462,0.007223892129031462
Fp1_C3_theta_connectivity,0.457132580173217,0.44993045143498855,-0.007202128738228453,0.007202128738228453
F8_T8_theta_connectivity,0.5436208153519811,0.5503934679898363,0.006772652637855203,0.006772652637855203
Fp1_C4_beta_connectivity,0.06727322053111405,0.06050755708583893,-0.0067656634452751205,0.0067656634452751205
O1_O2_theta_connectivity,0.4581652418996346,0.4649093328147767,0.006744090915142109,0.006744090915142109
P3_O2_beta_connectivity,0.2242328106765033,0.23093067932061953,0.006697868644116228,0.006697868644116228
P4_P7_delta_connectivity,0.3251800525790946,0.31859326775342317,-0.006586784825671432,0.006586784825671432
C3_O2_delta_connectivity,0.2446484790738544,0.25101281541337184,0.00636433633951744,0.00636433633951744
O1_P7_alpha_connectivity,0.5589735060384544,0.5527636628720797,-0.00620984316637474,0.00620984316637474
P3_P8_beta_connectivity,0.11751497454729674,0.11188360225316024,-0.005631372294136502,0.005631372294136502
F8_Pz_delta_connectivity,0.17492941547746887,0.16958120590605158,-0.005348209571417295,0.005348209571417295
P7_P8_beta_connectivity,0.1016292056528255,0.09643741488052628,-0.005191790772299226,0.005191790772299226
Fp2_Fz_theta_connectivity,0.5414375644136057,0.5363953632769164,-0.005042201136689295,0.005042201136689295
Fp1_C4_delta_connectivity,0.34124947062043365,0.34615871120882646,0.004909240588392816,0.004909240588392816
Fp2_Cz_alpha_connectivity,0.2578525355882459,0.26269709092874843,0.004844555340502543,0.004844555340502543
Fp2_T8_theta_connectivity,0.34707725303119025,0.3518969948313795,0.004819741800189237,0.004819741800189237
F7_Cz_delta_connectivity,0.3177050626763292,0.3225174458286946,0.004812383152365429,0.004812383152365429
O2_P7_theta_connectivity,0.27539454346481607,0.27062219752307204,-0.004772345941744027,0.004772345941744027
parietal_occipital_theta_connectivity,0.7784689926546038,0.7737190956688539,-0.004749896985749902,0.004749896985749902
F7_P7_theta_connectivity,0.3066379044515155,0.30189794547194465,-0.004739958979570857,0.004739958979570857
C3_Pz_delta_connectivity,0.6743945885184498,0.669821270341066,-0.004573318177383823,0.004573318177383823
O2_T8_delta_connectivity,0.4201707106201441,0.4157953630618295,-0.004375347558314591,0.004375347558314591
T7_Cz_beta_connectivity,0.1708687894481531,0.17522675908812516,0.004357969639972065,0.004357969639972065
O1_P8_beta_connectivity,0.14275139392562733,0.1384714604461899,-0.00427993347943742,0.00427993347943742
F3_Cz_alpha_connectivity,0.36125584201171657,0.3573725363363419,-0.0038833056753746487,0.0038833056753746487
F4_Cz_beta_connectivity,0.4590433612228168,0.45523942200914813,-0.0038039392136686723,0.0038039392136686723
C4_P4_delta_connectivity,0.6990998187137795,0.7027899620345848,0.003690143320805306,0.003690143320805306
T7_Pz_theta_connectivity,0.38003490535466805,0.38356858852698394,0.0035336831723158935,0.0035336831723158935
Fp2_Cz_theta_connectivity,0.3673934672162772,0.37081899034921073,0.003425523132933539,0.003425523132933539
Fp1_T7_theta_connectivity,0.3866925723679614,0.38339615631136625,-0.0032964160565951417,0.0032964160565951417
Fp1_P7_theta_connectivity,0.1887222345579356,0.19152148298837562,0.002799248430440021,0.002799248430440021
P4_F8_delta_connectivity,0.3624304728647815,0.35980259312291196,-0.0026278797418695654,0.0026278797418695654
F4_T8_delta_connectivity,0.6056535824247544,0.6035040438195189,-0.0021495386052354792,0.0021495386052354792
Fp2_F4_theta_connectivity,0.6996380210151554,0.697666638920616,-0.001971382094539398,0.001971382094539398
O2_Pz_beta_connectivity,0.30777681328251383,0.30943452964302126,0.001657716360507433,0.001657716360507433
Fp1_Cz_delta_connectivity,0.3378754348494757,0.33935416882380715,0.0014787339743314587,0.0014787339743314587
P8_Cz_delta_connectivity,0.48665128233195687,0.48533042061493803,-0.0013208617170188397,0.0013208617170188397
P3_P7_theta_connectivity,0.6203694546627483,0.6215711904925614,0.0012017358298130887,0.0012017358298130887
F3_F7_delta_connectivity,0.7049439647222184,0.703795809929533,-0.0011481547926854851,0.0011481547926854851
C4_Cz_delta_connectivity,0.7666178890120499,0.7673228794160674,0.0007049904040175026,0.0007049904040175026
F4_T7_beta_connectivity,0.07754661262289958,0.07696742891628637,-0.0005791837066132094,0.0005791837066132094
P4_Pz_delta_connectivity,0.4848685768858251,0.48443718958258014,-0.00043138730324493446,0.00043138730324493446
